,GAME,DATE,AGE,TEAM,OPP,RESULT,MP,FG,FGA,FGP,THREE,THREEATT,THREEP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,GAME_SCORE,MINUS_PLUS
1044,58,2017-03-09,32.069,CLE,DET,L,39.05,12,22,0.545,0,6,0.0,5,8,0.625,4,10,14,10,1,0,3,29,27.6,18
1045,59,2017-03-11,32.071,CLE,ORL,W,37.34,8,14,0.571,2,5,0.4,6,10,0.6,0,12,12,12,0,1,4,24,23.3,12
1046,60,2017-03-12,32.072,CLE,HOU,L,40.1,12,20,0.6,4,11,0.364,2,3,0.667,0,7,7,5,2,0,8,30,19.2,-9
1047,61,2017-03-14,32.074,CLE,DET,W,28.24,6,12,0.5,0,2,0.0,4,5,0.8,0,11,11,12,0,0,2,16,19.3,22
1048,62,2017-03-16,32.076,CLE,UTA,W,38.15,13,20,0.65,2,5,0.4,5,10,0.5,0,10,10,6,2,1,6,33,26.1,14
1049,63,2017-03-19,32.079,CLE,LAL,W,37.51,13,22,0.591,3,8,0.375,5,8,0.625,0,6,6,7,1,0,3,34,26.5,12
1050,64,2017-03-22,32.082,CLE,DEN,L,34.1,8,12,0.667,0,2,0.0,2,4,0.5,2,4,6,5,0,0,4,18,13.7,-30
1051,65,2017-03-24,32.084,CLE,CHO,W,39.54,9,14,0.643,0,1,0.0,14,16,0.875,0,9,9,11,1,2,4,32,33.0,1
1052,66,2017-03-25,32.085,CLE,WAS,L,40.35,10,21,0.476,0,4,0.0,4,6,0.667,3,8,11,8,0,1,3,24,19.5,-11
1053,67,2017-03-27,32.087,CLE,SAS,L,29.32,7,17,0.412,0,3,0.0,3,6,0.5,3,5,8,8,0,0,2,17,12.7,-13
1054,68,2017-03-30,32.09,CLE,CHI,L,39.07,11,20,0.55,1,7,0.143,3,7,0.429,1,9,10,8,1,1,4,26,21.5,-3
1055,69,2017-03-31,32.091,CLE,PHI,W,29.56,14,22,0.636,3,7,0.429,3,6,0.5,2,7,9,6,0,0,2,34,27.9,31
1056,70,2017-04-02,32.093,CLE,IND,W,51.39,16,29,0.552,3,10,0.3,6,12,0.5,4,10,14,11,2,1,1,41,38.3,-1
1057,71,2017-04-04,32.095,CLE,ORL,W,37.06,7,14,0.5,0,3,0.0,4,6,0.667,1,10,11,11,2,1,6,18,17.5,17
1058,72,2017-04-05,32.096,CLE,BOS,W,38.33,14,22,0.636,1,4,0.25,7,7,1.0,2,8,10,6,1,2,3,36,32.4,32
1059,73,2017-04-07,32.098,CLE,ATL,L,41.25,12,15,0.8,1,2,0.5,2,6,0.333,1,7,8,7,2,0,5,27,24.4,-15
1060,74,2017-04-09,32.1,CLE,ATL,L,46.5,11,21,0.524,1,3,0.333,9,10,0.9,3,13,16,10,1,0,3,32,29.9,1
1061,1,2017-10-17,32.291,CLE,BOS,W,41.12,12,19,0.632,1,5,0.2,4,4,1.0,1,15,16,9,0,2,4,29,28.2,2
1062,2,2017-10-20,32.294,CLE,MIL,W,37.25,10,16,0.625,2,4,0.5,2,2,1.0,1,4,5,8,1,1,5,24,20.6,13
1063,3,2017-10-21,32.295,CLE,ORL,L,31.12,8,15,0.533,1,3,0.333,5,6,0.833,0,4,4,2,1,1,1,22,17.6,-31
1064,4,2017-10-24,32.298,CLE,CHI,W,37.15,13,20,0.65,4,6,0.667,4,5,0.8,0,2,2,13,3,0,2,34,35.1,7
1065,5,2017-10-25,32.299,CLE,BRK,L,41.22,12,20,0.6,1,2,0.5,4,8,0.5,1,9,10,13,0,4,8,29,25.1,-2
1066,6,2017-10-28,32.302,CLE,NOP,L,30.46,6,11,0.545,1,3,0.333,5,6,0.833,0,3,3,8,0,0,4,18,13.6,-10
1067,7,2017-10-29,32.303,CLE,NYK,L,39.28,7,15,0.467,1,4,0.25,1,1,1.0,1,9,10,7,2,0,4,16,13.8,-17
1068,8,2017-11-01,32.306,CLE,IND,L,37.28,14,22,0.636,1,5,0.2,4,5,0.8,1,5,6,11,2,1,8,33,27.0,-12
1069,9,2017-11-03,32.308,CLE,WAS,W,42.41,23,34,0.676,2,4,0.5,9,9,1.0,5,6,11,7,3,2,3,57,53.2,6
1070,10,2017-11-05,32.31,CLE,ATL,L,40.35,10,17,0.588,0,3,0.0,6,6,1.0,2,3,5,13,1,2,6,26,24.3,-4
1071,11,2017-11-07,32.312,CLE,MIL,W,36.42,10,20,0.5,2,4,0.5,8,10,0.8,1,7,8,9,3,0,1,30,29.9,6
1072,12,2017-11-09,32.314,CLE,HOU,L,40.01,15,24,0.625,1,4,0.25,2,3,0.667,0,4,4,7,1,1,8,33,20.0,5
1073,13,2017-11-11,32.316,CLE,DAL,W,41.47,6,14,0.429,1,3,0.333,6,8,0.75,1,10,11,4,0,1,6,19,10.8,5
1074,14,2017-11-13,32.318,CLE,NYK,W,36.16,7,14,0.5,2,4,0.5,7,10,0.7,3,6,9,12,0,3,5,23,23.8,2
1075,15,2017-11-15,32.32,CLE,CHO,W,36.38,12,24,0.5,4,7,0.571,3,3,1.0,2,4,6,8,2,1,3,31,25.3,1
1076,16,2017-11-17,32.322,CLE,LAC,W,46.08,17,26,0.654,4,9,0.444,1,5,0.2,1,13,14,6,0,0,6,39,28.8,1
1077,17,2017-11-20,32.325,CLE,DET,W,27.16,7,14,0.5,3,5,0.6,1,1,1.0,0,2,2,8,1,1,0,18,18.1,21
1078,18,2017-11-22,32.327,CLE,BRK,W,33.26,11,17,0.647,4,7,0.571,7,9,0.778,1,5,6,5,2,0,3,33,28.6,20
1079,19,2017-11-24,32.329,CLE,CHO,W,39.34,10,20,0.5,3,8,0.375,4,7,0.571,1,15,16,13,0,3,3,27,28.4,-2
1080,20,2017-11-27,32.332,CLE,PHI,W,31.03,12,23,0.522,3,7,0.429,3,4,0.75,3,11,14,6,0,0,3,30,24.9,1
1081,21,2017-11-28,32.333,CLE,MIA,W,28.26,10,16,0.625,1,3,0.333,0,1,0.0,2,10,12,6,5,1,2,21,25.3,26
1082,22,2017-11-30,32.335,CLE,ATL,W,37.34,8,11,0.727,3,6,0.5,5,7,0.714,1,5,6,12,2,2,3,24,28.5,10
1083,23,2017-12-02,32.337,CLE,MEM,W,39.09,13,22,0.591,0,3,0.0,8,8,1.0,0,2,2,12,0,1,5,34,28.1,-5
1084,24,2017-12-04,32.339,CLE,CHI,W,34.16,9,15,0.6,2,4,0.5,3,4,0.75,0,7,7,6,2,0,2,23,21.6,27
1085,25,2017-12-06,32.341,CLE,SAC,W,41.03,12,18,0.667,5,8,0.625,3,6,0.5,2,9,11,9,3,2,7,32,30.8,2
1086,26,2017-12-08,32.343,CLE,IND,L,39.25,12,22,0.545,1,5,0.2,4,5,0.8,2,8,10,8,1,2,3,29,26.4,3
1087,27,2017-12-09,32.344,CLE,PHI,W,38.44,9,23,0.391,2,6,0.333,10,12,0.833,3,10,13,13,3,0,6,30,27.5,-3
1088,28,2017-12-12,32.347,CLE,ATL,W,35.01,11,13,0.846,2,3,0.667,1,2,0.5,0,7,7,17,2,0,2,25,32.3,19
1089,29,2017-12-14,32.349,CLE,LAL,W,38.43,8,18,0.444,1,6,0.167,8,12,0.667,1,11,12,12,2,2,5,25,24.8,14
1090,30,2017-12-16,32.351,CLE,UTA,W,36.48,9,15,0.6,1,4,0.25,10,10,1.0,0,11,11,10,1,0,5,29,27.6,0
1091,31,2017-12-17,32.352,CLE,WAS,W,41.21,8,23,0.348,2,7,0.286,2,3,0.667,2,9,11,15,0,1,6,20,14.4,4
1092,32,2017-12-19,32.354,CLE,MIL,L,34.14,14,22,0.636,6,11,0.545,5,5,1.0,0,1,1,7,3,2,7,39,31.4,-7
1093,33,2017-12-21,32.356,CLE,CHI,W,39.06,12,23,0.522,2,5,0.4,8,8,1.0,1,5,6,9,3,0,4,34,29.8,5
1094,34,2017-12-25,32.36,CLE,GSW,L,40.03,7,18,0.389,2,7,0.286,4,7,0.571,1,5,6,6,0,0,7,20,7.6,-1
1095,35,2017-12-27,32.362,CLE,SAC,L,37.42,6,17,0.353,0,2,0.0,4,5,0.8,2,8,10,14,5,0,4,16,19.9,-11
1096,36,2017-12-30,33.0,CLE,UTA,L,37.27,12,22,0.545,1,7,0.143,4,5,0.8,1,7,8,6,2,1,6,29,21.3,-5
1097,37,2018-01-02,33.003,CLE,POR,W,33.49,10,17,0.588,0,2,0.0,4,4,1.0,1,5,6,8,4,1,3,24,24.8,0
1098,38,2018-01-03,33.004,CLE,BOS,L,32.42,8,15,0.533,0,2,0.0,3,3,1.0,0,7,7,6,1,1,4,19,15.3,-6
1099,39,2018-01-06,33.007,CLE,ORL,W,37.17,12,23,0.522,4,7,0.571,5,7,0.714,3,7,10,9,6,1,3,33,34.7,15
1100,40,2018-01-08,33.009,CLE,MIN,L,26.35,4,8,0.5,1,3,0.333,1,3,0.333,1,7,8,5,0,2,3,10,9.1,-39
1101,41,2018-01-11,33.012,CLE,TOR,L,32.14,9,16,0.563,0,1,0.0,8,10,0.8,0,3,3,1,1,2,2,26,19.2,-22
1102,42,2018-01-12,33.013,CLE,IND,L,40.27,11,25,0.44,2,9,0.222,3,4,0.75,2,6,8,11,3,1,5,27,22.3,-6
1103,43,2018-01-15,33.016,CLE,GSW,L,36.15,12,18,0.667,0,2,0.0,8,13,0.615,2,6,8,6,3,4,8,32,26.2,-14
1104,44,2018-01-18,33.019,CLE,ORL,W,34.47,7,16,0.438,0,4,0.0,2,8,0.25,1,4,5,6,1,0,6,16,5.9,-4
1105,45,2018-01-20,33.021,CLE,OKC,L,38.22,8,17,0.471,0,4,0.0,2,4,0.5,0,3,3,7,0,1,2,18,12.2,-33
1106,46,2018-01-23,33.024,CLE,SAS,L,37.57,10,23,0.435,2,6,0.333,6,10,0.6,2,7,9,7,0,1,5,28,18.4,-10
1107,47,2018-01-26,33.027,CLE,IND,W,39.55,11,17,0.647,0,2,0.0,4,5,0.8,0,10,10,11,4,1,11,26,22.5,12
1108,48,2018-01-28,33.029,CLE,DET,W,37.48,8,15,0.533,1,4,0.25,8,9,0.889,1,7,8,14,1,0,3,25,27.9,18
1109,49,2018-01-30,33.031,CLE,DET,L,37.45,9,20,0.45,2,7,0.286,1,2,0.5,0,6,6,7,0,1,4,21,12.8,-13
1110,50,2018-01-31,33.032,CLE,MIA,W,38.17,8,21,0.381,1,6,0.167,7,11,0.636,2,9,11,5,1,0,7,24,12.1,3
1111,51,2018-02-03,33.035,CLE,HOU,L,31.22,3,10,0.3,1,2,0.5,4,4,1.0,1,8,9,9,2,1,2,11,15.3,-17
1112,52,2018-02-06,33.038,CLE,ORL,L,33.05,10,17,0.588,2,4,0.5,3,4,0.75,1,9,10,5,1,0,6,25,17.0,-14
1113,53,2018-02-07,33.039,CLE,MIN,W,48.19,16,22,0.727,5,7,0.714,0,2,0.0,1,9,10,15,1,1,5,37,36.6,-1
1114,54,2018-02-09,33.041,CLE,ATL,W,40.43,8,20,0.4,0,3,0.0,6,7,0.857,2,10,12,19,0,0,3,22,24.7,12
1115,55,2018-02-11,33.043,CLE,BOS,W,27.54,9,20,0.45,2,5,0.4,4,7,0.571,0,8,8,10,1,1,2,24,21.1,23
1116,56,2018-02-13,33.045,CLE,OKC,W,39.44,14,23,0.609,3,7,0.429,6,10,0.6,0,8,8,8,0,1,5,37,28.2,-1
1117,57,2018-02-22,33.054,CLE,WAS,L,36.36,13,18,0.722,1,4,0.25,5,9,0.556,1,8,9,8,2,0,4,32,28.9,-10
1118,58,2018-02-23,33.055,CLE,MEM,W,36.4,7,16,0.438,0,2,0.0,4,4,1.0,0,14,14,11,1,0,3,18,19.5,18
1119,59,2018-02-25,33.057,CLE,SAS,L,39.58,14,25,0.56,2,5,0.4,3,4,0.75,2,11,13,9,1,0,6,33,25.5,-8
1120,60,2018-02-27,33.059,CLE,BRK,W,38.46,13,25,0.52,2,4,0.5,3,3,1.0,4,8,12,11,1,0,1,31,31.2,2
1121,61,2018-03-01,33.061,CLE,PHI,L,39.02,12,24,0.5,2,6,0.333,4,6,0.667,1,8,9,8,1,0,3,30,23.1,-8
1122,62,2018-03-03,33.063,CLE,DEN,L,42.23,8,19,0.421,1,4,0.25,8,11,0.727,1,9,10,15,2,0,3,25,25.8,-6
1123,63,2018-03-05,33.065,CLE,DET,W,28.44,11,17,0.647,5,7,0.714,4,6,0.667,2,5,7,7,1,0,3,31,27.7,14
1124,64,2018-03-07,33.067,CLE,DEN,W,39.08,15,25,0.6,5,8,0.625,4,8,0.5,1,7,8,10,1,0,3,39,32.9,8
1125,65,2018-03-09,33.069,CLE,LAC,L,38.53,11,20,0.55,3,7,0.429,0,2,0.0,0,10,10,6,2,3,5,25,20.1,-16
1126,66,2018-03-11,33.071,CLE,LAL,L,31.27,9,20,0.45,2,8,0.25,4,5,0.8,2,8,10,7,1,1,2,24,21.6,-13
1127,67,2018-03-13,33.073,CLE,PHO,W,33.13,7,14,0.5,1,2,0.5,13,15,0.867,0,12,12,11,3,2,5,28,30.1,23
1128,68,2018-03-15,33.075,CLE,POR,L,41.05,15,25,0.6,1,4,0.25,4,9,0.444,0,14,14,6,2,3,6,35,26.4,-3
1129,69,2018-03-17,33.077,CLE,CHI,W,39.53,15,26,0.577,2,8,0.25,1,4,0.25,1,12,13,12,1,2,6,33,27.5,-4
1130,70,2018-03-19,33.079,CLE,MIL,W,40.01,16,29,0.552,3,7,0.429,5,8,0.625,5,7,12,10,2,1,6,40,33.4,4
1131,71,2018-03-21,33.081,CLE,TOR,W,39.24,11,19,0.579,1,3,0.333,12,14,0.857,1,6,7,17,1,0,0,35,39.9,12
